NO_SEQ,NO_ENTRE_1,NOM_PUITS,ANNEE,REGION_GEO,LATITUDE_X,LATITUDE_1,LONGITUDE_,LONGITUDE1,PROFONDEUR,TYPE_PUITS,SYMBOLOGIE,F1,Number,Name,MERN_status,Year_of_drilling,Year_of_suspension,Year_of_abandon,Latitude,Longitude,Administrative_region,Geological_region,Type_of_drill,Deepest_casing_base__m_sol_ou_m,Geology_from_end_of_last_casing,Operator,Type,Plugging_status,Ground_elevation__m_mer_,Depth__m_sol_or_m_KB_,Link_to_inspection_report,Link_to_SIGPEG,ObjectID,geometry
745,C027,Conant (Adams),1865,(C) GaspAsie,"48) 48' 40,7""",48.8113,"-64  26' 33,4""",-64.4426,821 pi/sol,Puits d'exploration ,Ferms d'finitivement,58,C027,Conant (Adams),Work/Repairs Needed,1865,N.D.,1999,48.8113,-64.4426,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,81.6864,Sandstone,Gaspé Oil Co.,Both,Plugged,102.108,250.2408,https://sigpeg.mrn.gouv.qc.ca/rapport/C027_insp_inactif_2019-08-08_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C027,58,POINT (-64.44260000018983 48.811300000095)
746,C028,Venture No 1,1946,(C) GaspNsie,"48) 54' 8""",48.9022,"-64  43' 28""",-64.7244,2424 pi/sol,Puits d'exploration ,Ferms d'finitivement,325,C028,Venture No 1,Non-Problematic,1946,N.D.,1947,48.90234694,-64.72448667,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,407.2128,Limestone,Gaspé Oil Ventures Ltd.,Both,Plugged,480.06,738.8352,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C028_inspection_2018-11-07_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C028,420,POINT (-64.72440000025978 48.90220000022987)
747,C029,Venture No 2,1947,(C) GaspNsie,"48) 53' 44,2""",48.8956,"-64  43' 16,3""",-64.7212,2132 pi/sol,Puits d'exploration ,Ferms d'finitivement,326,C029,Venture No 2,Non-Problematic,1947,N.D.,1948,48.89550417,-64.72102278,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,523.0368,"Limestone, sandstone, shale",Gaspé Oil Ventures Ltd.,Both,Plugged,449.58,649.8336,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C029_inspection_2018-07-26_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C029,421,POINT (-64.72120000017981 48.89559999984016)
748,C030,Venture No 3,1948,(C) GaspNsie,"48) 53' 43""",48.8953,"-64  43' 14,4""",-64.7207,2399 pi/sol,Puits d'exploration ,Statut inconnu,327,C030,Venture No 3,Non-Problematic,1948,1949,N.D.,48.89535972,-64.72089028,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,614.4768,Limestone,Gaspé Oil Ventures Ltd.,Both,Unplugged,449.58,731.2152,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C030_inspection_2018-07-31_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C030,422,POINT (-64.72069999960524 48.89530000039474)
749,C031,I.O.C. No 1,1888,(C) Gasposie,"48) 50' 18,6""",48.8385,"-64  47' 16,3""",-64.7879,2200 pi/sol,Puits d'exploration ,Statut inconnu,166,C031,I.O.C. No 1,Non-Locatable,1888,N.D.,N.D.,48.83922083,-64.78878,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,Sandstone,International Oil Co.,None,Unplugged,105.156,670.56,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C031_inspection_2018-11-01_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C031,732,POINT (-64.7879000003847 48.83849999987513)
750,C032,C2,1945,(C) Gaspnsie,"48) 48' 37,5""",48.8104,"-64  26' 36,7""",-64.4435,805 pi/sol,Puits d'exploration ,Ferms d'finitivement,328,C032,C2,Non-Problematic,1945,N.D.,1945,48.81042,-64.44353,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,74.676,"Sandstone, shale",Wilfrid Robert McMaster,Both,Plugged,103.632,245.364,https://sigpeg.mrn.gouv.qc.ca/rapport/C032_insp_inactif_2019-08-07_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C032,423,POINT (-64.44350000032472 48.81039999996011)
751,C033,M.P.G. No 1,1937,(C) Gasposie,"48) 52' 59,3""",48.8831,"-64  30' 47,4""",-64.5132,842 pi/sol,Puits d'exploration ,Statut inconnu,329,C033,M.P.G. No 1,Non-Problematic,1937,1938,N.D.,48.88366806,-64.51349194,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable and rotary,N.D.,"Sandstone, shale",Minéraux et Pétroles de Gaspé Ltd.,None,Unplugged,45.72,256.6416,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C033_inspection_2018-11-06_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C033,424,POINT (-64.5132000003797 48.88309999986518)
752,C034,P.C. No 1,1945,(C) Gasp1sie,"48) 55' 34,1""",48.9261,"-65  27' 4""",-65.4511,8138 pi/sol,Puits d'exploration ,Ferms d'finitivement,330,C034,P.C. No 1,Non-Problematic,1945,N.D.,N.D.,48.926142,-65.451122,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable and rotary,1524,"Siltstone, shale",New Peninsular Oil Ltd.,Gas,Unplugged,502.92,2480.4624,https://sigpeg.mrn.gouv.qc.ca/rapport/C034_insp_inactif_2019-06-28_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C034,425,POINT (-65.45109999986505 48.92609999981516)
753,C035,P.O.T. No 1,1889,(C) Gasposie,"48) 48' 41,8""",48.8116,"-64  26' 33,1""",-64.4425,2430 pi/sol,Puits d'exploration ,Ferms d'finitivement,167,C035,P.O.T. No 1,Non-Locatable,1889,N.D.,1891,48.81261,-64.4454,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,Sandstone,Petroleum Oil Trust,Oil,Unplugged,105.156,740.664,https://sigpeg.mrn.gouv.qc.ca/rapport/C035_insp_inactif_2019-08-07_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C035,733,POINT (-64.44250000007492 48.81160000043974)
754,C036,P.O.T. No 2,1890,(C) Gasposie,"48) 49' 4,3""",48.8179,"-64  26' 29,8""",-64.4416,787 m/sol,Puits d'exploration ,Ferms d'finitivement,59,C036,P.O.T. No 2,Work/Repairs Needed,1890,N.D.,1999,48.816389,-64.4415,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,32.004,Sandstone,Petroleum Oil Trust,Both,Plugged,61,787,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C036_inspection_2018-09-12_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C036,59,POINT (-64.44159999994002 48.81789999958539)
755,C037,P.O.T. No 3,1890,(C) Gasposie,"48) 47' 26,2""",48.7906,"-64  23' 32,6""",-64.3924,2225 pi/sol,Puits d'exploration ,Ferms d'finitivement,18,C037,P.O.T. No 3,Still Searching,1890,N.D.,1891,48.79112,-64.39224,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,Sandstone,Petroleum Oil Trust,None,Unplugged,6.096,678.18,https://sigpeg.mrn.gouv.qc.ca/rapport/C037_insp_inactif_2019-08-06_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C037,552,POINT (-64.39240000005992 48.7905999996903)
756,C038,P.O.T. No 4,1890,(C) Gasposie,"48) 44' 8,9""",48.7358,"-64  19' 51,2""",-64.3309,2970 pi/sol,Puits d'exploration ,Statut inconnu,60,C038,P.O.T. No 4,Work/Repairs Needed,1890,N.D.,1891,48.7358,-64.3309,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,Sandstone,Petroleum Oil Trust,Oil,Unplugged,48.768,905.256,https://sigpeg.mrn.gouv.qc.ca/rapport/C038_insp_inactif_2019-08-08_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C038,60,POINT (-64.33090000043461 48.73579999967029)
757,C039,P.O.T. No 5,1891,(C) Gasposie,"48) 50' 34,4""",48.8429,"-64  38' 8,5""",-64.6357,2640 pi/sol,Puits d'exploration ,Ferms d'finitivement,61,C039,P.O.T. No 5,Work/Repairs Needed,1891,N.D.,1893,48.84289,-64.63572,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,8.5344,Limestone,Petroleum Oil Trust,Oil,Unplugged,18.5928,804.672,https://sigpeg.mrn.gouv.qc.ca/rapport/C039_insp_inactif_2019-07-10_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C039,61,POINT (-64.63569999995497 48.84290000043472)
758,C040,P.O.T. No 6,1892,(C) Gasposie,"48) 49' 26,8""",48.8241,"-64  44' 47,4""",-64.7465,3640 pi/sol,Puits d'exploration ,Ferms d'finitivement,62,C040,P.O.T. No 6,Work/Repairs Needed,1892,N.D.,1895,48.82635,-64.74792,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,216.408,Sandstone,Petroleum Oil Trust,Oil,Unplugged,41.148,1109.472,https://sigpeg.mrn.gouv.qc.ca/rapport/C040_insp_inactif_2019-07-18_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C040,62,POINT (-64.74649999957529 48.82410000041472)
759,C041,P.O.T. No 7,1892,(C) Gasposie,"48) 50' 26,5""",48.8407,"-64  38' 39,1""",-64.6442,2867 pi/sol,Puits d'exploration ,Ferms d'finitivement,63,C041,P.O.T. No 7,Work/Repairs Needed,1892,N.D.,1894,48.84247,-64.64403,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,"Sandstone, limestone",Petroleum Oil Trust,Both,Unplugged,12.192,873.8616,https://sigpeg.mrn.gouv.qc.ca/rapport/C041_insp_inactif_2019-07-09_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C041,63,POINT (-64.64419999983011 48.84069999970529)
760,C042,P.O.T. No 8,1892,(C) Gasposie,"48) 48' 53,3""",48.8148,"-64  26' 33""",-64.4425,2650 pi/sol,Puits d'exploration ,Ferms d'finitivement,64,C042,P.O.T. No 8,Work/Repairs Needed,1892,N.D.,N.D.,48.8148,-64.4425,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,448.056,"Sandstone, shale",Petroleum Oil Trust,None,Unplugged,83.82,807.72,https://sigpeg.mrn.gouv.qc.ca/rapport/C042_insp_inactif_2019-08-08_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C042,64,POINT (-64.44250000007492 48.81479999962033)
761,C043,P.O.T. No 9,1894,(C) Gasposie,"48) 52' 13,2""",48.8703,"-64  33' 36,6""",-64.5602,2719 pi/sol,Puits d'exploration ,Ferms d'finitivement,168,C043,P.O.T. No 9 ,Non-Locatable,1894,N.D.,N.D.,48.87127,-64.56017,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,Sandstone,Petroleum Oil Trust,None,Unplugged,74.676,828.7512,https://sigpeg.mrn.gouv.qc.ca/rapport/C043_insp_inactif_2019-08-22_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C043,734,POINT (-64.56020000042963 48.87030000044473)
762,C044,P.O.T. No 10,1895,(C) Gasposie,"48) 50' 50,7""",48.8474,"-64  37' 42,9""",-64.6286,1400 pi/sol,Puits d'exploration ,Ferms d'finitivement,65,C044,P.O.T. No 10,Work/Repairs Needed,1895,N.D.,N.D.,48.84743,-64.62858,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,Sandstone,Petroleum Oil Trust,Both,Unplugged,24.384,426.72,https://sigpeg.mrn.gouv.qc.ca/rapport/C044_insp_inactif_2019-07-16_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C044,65,POINT (-64.62859999989007 48.84740000020992)
763,C045,P.O.T. No 11,1893,(C) Gasposie,"48) 50' 40""",48.8444,"-64  38' 53,5""",-64.6482,2957 pi/sol,Puits d'exploration ,Ferms d'finitivement,66,C045,P.O.T. No 11,Work/Repairs Needed,1893,N.D.,1999,48.84445,-64.64819,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,12.192,"Sandstone, limestone",Petroleum Oil Trust,Both,Plugged,53.34,901.2936,https://sigpeg.mrn.gouv.qc.ca/rapport/C045_insp_inactif_2019-07-19_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C045,66,POINT (-64.64819999993 48.84440000035977)
764,C046,P.O.T. No 12,1894,(C) Gasposie,"48) 50' 10,2""",48.8362,"-64  38' 15,6""",-64.6377,3002 pi/sol,Puits d'exploration ,Statut inconnu,169,C046,P.O.T. No 12,Non-Locatable,1894,N.D.,N.D.,48.842362,-64.643968,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,248.7168,"Limestone, sandstone, shale",Petroleum Oil Trust,Both,Unplugged,9.144,915.0096,https://sigpeg.mrn.gouv.qc.ca/rapport/C046_insp_inactif_2019-10-30_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C046,735,POINT (-64.63769999955531 48.8361999999301)
765,C047,P.O.T. No 13,1894,(C) Gasposie,"48) 50' 53,3""",48.8481,"-64  38' 6,6""",-64.6352,2050 pi/sol,Puits d'exploration ,Ferms d'finitivement,67,C047,P.O.T. No 13,Work/Repairs Needed,1894,N.D.,N.D.,48.84281,-64.64006,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,231.648,"Sandstone, shale",Petroleum Oil Trust,Both,Unplugged,45.72,624.84,https://sigpeg.mrn.gouv.qc.ca/rapport/C047_insp_inactif_2019-07-18_Publique%20(2).pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C047,67,POINT (-64.63520000027972 48.84810000011498)
766,C048,P.O.T. No 14,1895,(C) Gasposie,"48) 50' 38,2""",48.8439,"-64  38' 57,6""",-64.6493,2775 pi/sol,Puits d'exploration ,Ferms d'finitivement,170,C048,P.O.T. No 14,Non-Locatable,1895,N.D.,N.D.,48.84382,-64.64997,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,247.1928,"Limestone, sandstone, shale",Petroleum Oil Trust,Both,Unplugged,30.48,845.82,https://sigpeg.mrn.gouv.qc.ca/rapport/C048_insp_inactif_2019-09-05_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C048,736,POINT (-64.64930000029472 48.84389999978521)
767,C049,P.O.T. No 15,1895,(C) Gasposie,"48) 51' 6""",48.8517,"-64  38' 40,6""",-64.6446,2012 pi/sol,Puits d'exploration ,Statut inconnu,331,C049,P.O.T. No 15,Non-Problematic,1895,N.D.,N.D.,48.85227889,-64.64407972,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,270.0528,"Limestone, sandstone, shale",Petroleum Oil Trust,Oil,Unplugged,76.2,613.2576,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C049_inspection_2018-11-08_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C049,426,POINT (-64.64460000028976 48.85169999975523)
768,C050,P.O.T. No 16,1894,(C) Gasposie,"48) 50' 21,8""",48.8394,"-64  43' 23,5""",-64.7232,2925 pi/sol,Puits d'exploration ,Statut inconnu,68,C050,P.O.T. No 16,Work/Repairs Needed,1894,N.D.,N.D.,48.839454,-64.723204,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,248.1072,"Sandstone, limestone, shale",Petroleum Oil Trust,Oil,Unplugged,125.2728,891.54,https://sigpeg.mrn.gouv.qc.ca/rapport/C050_insp_inactif_2019-08-15_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C050,68,POINT (-64.72319999978015 48.83940000001007)
769,C051,P.O.T. No 17,1895,(C) Gasposie,"48) 50' ,1""",48.8334,"-64  51' 23,6""",-64.8566,2550 pi/sol,Puits d'exploration ,Statut inconnu,332,C051,P.O.T. No 17,Non-Problematic,1895,N.D.,N.D.,48.833372,-64.856566,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,3.9624,"Limestone, sandstone, shale",Petroleum Oil Trust,Both,Plugged,135.0264,777.24,https://sigpeg.mrn.gouv.qc.ca/rapport/C051_insp_inactif_2019-08-28_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C051,427,POINT (-64.85660000018981 48.83340000030984)
770,C052,P.O.T. No 18,1895,(C) Gasposie,"48) 50' 02,2""",48.8339,"-64  51' 01,6""",-64.8504,1960 pi/sol,Puits d'exploration ,Ferms d'finitivement,171,C052,P.O.T. No 18,Non-Locatable,1895,N.D.,N.D.,48.83394444,-64.85044444,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,150.876,"Limestone, sandstone, shale",Petroleum Oil Trust,Both,Unplugged,144.78,597.408,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C052_inspection_2018-08-26_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C052,737,POINT (-64.85040000025975 48.83389999998508)
771,C053,P.O.T. No 19,1895,(C) Gasposie,"48) 49' 54,2""",48.8317,"-64  51' 36,6""",-64.8602,2250 pi/sol,Puits d'exploration ,Ferms d'finitivement,172,C053,P.O.T. No 19,Non-Locatable,1895,N.D.,N.D.,48.83172222,-64.86016667,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,621.792,"Limestone, sandstone, shale",Petroleum Oil Trust,Oil,Unplugged,126.492,685.8,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C053_inspection_2018-08-26_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C053,738,POINT (-64.86019999983012 48.83170000015491)
772,C054,P.O.T. No 20,1896,(C) Gasposie,"48) 50' 8,5""",48.8357,"-64  52' 6,1""",-64.8684,2173 pi/sol,Puits d'exploration ,Ferms d'finitivement,69,C054,P.O.T. No 20,Work/Repairs Needed,1896,N.D.,1999,48.835715,-64.868363,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,184.404,"Sandstone, limestone, shale",Petroleum Oil Trust,Both,Plugged,153.3144,662.3304,https://sigpeg.mrn.gouv.qc.ca/rapport/C054_insp_inactif_2019-08-28_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C054,69,POINT (-64.86840000025978 48.83570000025486)
773,C055,P.O.T. No 21,1896,(C) Gasposie,"48) 50' 33,9""",48.8428,"-64  52' 27,1""",-64.8742,1887 pi/sol,Puits d'exploration ,Statut inconnu,70,C055,P.O.T. No 21,Work/Repairs Needed,1896,N.D.,N.D.,48.8422,-65.8753,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,207.5688,"Sandstone, limestone, shale",Petroleum Oil Trust,Both,Unplugged,262.128,575.1576,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C055_inspection_2018-08-24_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C055,70,POINT (-64.87419999973014 48.84280000031981)
774,C056,P.O.T. No 22,1896,(C) Gasposie,"48) 52' 10,5""",48.8696,"-64  42' 11,5""",-64.7032,3130 pi/sol,Puits d'exploration ,Ferms d'finitivement,71,C056,P.O.T. No 22,Work/Repairs Needed,1896,N.D.,N.D.,48.86951,-64.70261,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,225.2472,"Sandstone, limestone, shale",Petroleum Oil Trust,Both,Unplugged,333.756,954.024,https://sigpeg.mrn.gouv.qc.ca/rapport/C056_insp_inactif_2019-07-23_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C056,71,POINT (-64.70320000017983 48.86959999964034)
775,C057,P.O.T. No 23,1896,(C) Gasposie,"48) 45' 40,5""",48.7613,"-64  32' 4""",-64.5344,1795 pi/sol,Puits d'exploration ,Ferms d'finitivement,72,C057,P.O.T. No 23,Work/Repairs Needed,1896,N.D.,N.D.,48.76202,-64.53729,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,517.7028,"Sandstone, limestone, shale",Petroleum Oil Trust,Oil,Unplugged,43.5864,547.116,https://sigpeg.mrn.gouv.qc.ca/rapport/C057_insp_inactif_2019-07-23_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C057,72,POINT (-64.53439999956026 48.76130000019492)
776,C058,P.O.T. No 24,1896,(C) Gasposie,"48) 45' 41,7""",48.7616,"-64  33' 51,7""",-64.5644,1230 pi/sol,Puits d'exploration ,Ferms d'finitivement,73,C058,P.O.T. No 24,Work/Repairs Needed,1896,N.D.,N.D.,48.76157,-64.56435,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,146.304,Limestone,Petroleum Oil Trust,None,Unplugged,106.68,374.904,https://sigpeg.mrn.gouv.qc.ca/rapport/C058_insp_inactif_2019-10-30_Publique%20(2).pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C058,73,POINT (-64.56439999986009 48.76159999964034)
777,C059,P.O.T. No 25,1895,(C) Gasposie,"48) 47' 37,7""",48.7938,"-64  49' 20""",-64.8222,1160 pi/sol,Puits d'exploration ,Statut inconnu,333,C059,P.O.T. No 25,Non-Problematic,1895,N.D.,N.D.,48.793694,-64.82225,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,190.1952,"Limestone, sandstone, shale",Petroleum Oil Trust,None,Unplugged,204.216,353.568,None,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C059,428,POINT (-64.82220000022977 48.79379999977021)
778,C060,P.O.T. No 26,1896,(C) Gasposie,"48) 46' 44,9""",48.7791,"-64  37' 37,7""",-64.6271,2975 pi/sol,Puits d'exploration ,Ferms d'finitivement,334,C060,P.O.T. No 26,Non-Problematic,1896,N.D.,N.D.,48.77914,-64.62714,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,152.7048,"Limestone, sandstone, shale",Petroleum Oil Trust,Oil,Unplugged,50.292,906.78,https://sigpeg.mrn.gouv.qc.ca/rapport/C060_insp_inactif_2019-09-11_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C060,429,POINT (-64.62709999996497 48.77909999996507)
779,C061,P.O.T. No 27,1897,(C) Gasposie,"48) 49' 40,2""",48.8278,"-64  51' 07,6""",-64.8521,2200 pi/sol,Puits d'exploration ,Ferms d'finitivement,173,C061,P.O.T. No 27,Non-Locatable,1897,N.D.,N.D.,48.82783333,-64.85211111,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,245.6688,"Limestone, sandstone, shale",Petroleum Oil Trust,Both,Unplugged,96.012,670.56,https://sigpeg.mrn.gouv.qc.ca/rapport/P_C061_inspection_2018-08-26_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C061,739,POINT (-64.85210000041462 48.82780000016993)
780,C062,P.O.T. No 28,1897,(C) Gasposie,"48) 49' 39,1""",48.8275,"-64  58' 19,5""",-64.9721,3525 pi/sol,Puits d'exploration ,Ferms d'finitivement,174,C062,P.O.T. No 28,Non-Locatable,1897,N.D.,N.D.,48.829999,-64.968629,Gaspésie-Îles-de-la-Madeleine,C-Gaspésie,Cable,N.D.,"Sandstone, shale",Petroleum Oil Trust,Gas,Unplugged,307.848,1074.42,https://sigpeg.mrn.gouv.qc.ca/rapport/C062_insp_inactif_2019-08-29_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=C062,740,POINT (-64.9720999998151 48.82749999982519)
